MsgID.LOCAL_POSITION,264.6600000,-0.0973688,-0.5967039,0.0369124
MsgID.LOCAL_VELOCITY,264.6600000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957593,37.7932803,-0.0530000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,264.9100000,-0.1316789,-0.6592473,0.0533864
MsgID.LOCAL_VELOCITY,264.9100000,0.0000000,0.0000000,-0.0000000
MsgID.STATE,0.0000000,False,False,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957593,37.7932814,-0.0580000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,265.1600000,0.0075730,-0.6750798,0.0581468
MsgID.LOCAL_VELOCITY,265.1600000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957619,37.7932814,-0.0520000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,265.4100000,-0.0149921,-0.8888491,0.0525081
MsgID.LOCAL_VELOCITY,265.4100000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957619,37.7932805,-0.0390000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,265.6600000,-0.1033706,-0.8743826,0.0368781
MsgID.LOCAL_VELOCITY,265.6600000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957600,37.7932805,-0.0170000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,265.9110000,-0.1130072,-0.7169582,0.0170033
MsgID.LOCAL_VELOCITY,265.9110000,0.0000000,0.0000000,-0.0000000
MsgID.STATE,0.0000000,False,False,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957596,37.7932795,0.0060000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,266.1610000,-0.2252250,-0.6933441,-0.0083916
MsgID.LOCAL_VELOCITY,266.1610000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957611,37.7932808,0.0360000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,266.4110000,-0.0787941,-0.8170546,-0.0366189
MsgID.LOCAL_VELOCITY,266.4110000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957608,37.7932819,0.0640000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,266.6610000,0.0450199,-0.8076379,-0.0681339
MsgID.LOCAL_VELOCITY,266.6610000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957627,37.7932809,0.0970000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,266.9110000,-0.0666093,-0.2792577,-0.0973219
MsgID.LOCAL_VELOCITY,266.9110000,0.0000040,0.0000097,0.0000436
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957595,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957624,37.7932795,0.1330000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,-0.3000000
MsgID.LOCAL_POSITION,267.1620000,-0.2164098,-0.2393454,-0.1532618
MsgID.LOCAL_VELOCITY,267.1620000,0.0002920,0.0001864,-0.5977763
MsgID.GLOBAL_POSITION,0.0000000,-122.3957623,37.7932808,0.5510000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,-2.5200000
MsgID.LOCAL_POSITION,267.4120000,-0.0831144,-0.2445505,-0.5517159
MsgID.LOCAL_VELOCITY,267.4120000,0.0041125,-0.0010993,-2.5261996
MsgID.GLOBAL_POSITION,0.0000000,-122.3957607,37.7932797,1.3170000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,-3.5600000
MsgID.LOCAL_POSITION,267.6620000,-0.2218425,-0.0697931,-1.4420735
MsgID.LOCAL_VELOCITY,267.6620000,-0.0098946,-0.0058728,-3.6230071
MsgID.GLOBAL_POSITION,0.0000000,-122.3957592,37.7932797,2.3420000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,-0.0200000,-3.8900000
MsgID.LOCAL_POSITION,267.9120000,-0.2034554,0.0292374,-2.3469031
MsgID.LOCAL_VELOCITY,267.9120000,-0.0079772,-0.0231999,-3.9001837
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957595,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957592,37.7932807,3.1590000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,-0.0200000,-2.3600000
MsgID.LOCAL_POSITION,268.1620000,-0.0864452,0.0362947,-3.1919217
MsgID.LOCAL_VELOCITY,268.1620000,-0.0041325,-0.0285882,-2.2242463
MsgID.GLOBAL_POSITION,0.0000000,-122.3957593,37.7932814,3.4310000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,-0.0200000,0.3200000
MsgID.LOCAL_POSITION,268.4120000,-0.0128255,0.0183409,-3.4315524
MsgID.LOCAL_VELOCITY,268.4120000,-0.0038787,-0.0268327,0.3218579
MsgID.GLOBAL_POSITION,0.0000000,-122.3957616,37.7932805,3.1140000
MsgID.LOCAL_VELOCITY,0.0000000,0.2700000,-0.0200000,2.0700000
MsgID.LOCAL_POSITION,268.6630000,-0.1269706,-0.1922206,-3.0755374
MsgID.LOCAL_VELOCITY,268.6630000,0.3827774,-0.0221185,2.0720296
MsgID.GLOBAL_POSITION,0.0000000,-122.3957619,37.7932826,2.7110000
MsgID.LOCAL_VELOCITY,0.0000000,2.5300000,0.0300000,0.5600000
MsgID.LOCAL_POSITION,268.9130000,0.1188789,-0.2088498,-2.7114642
MsgID.LOCAL_VELOCITY,268.9130000,2.5337307,0.0302605,0.5656041
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957595,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957616,37.7932900,2.7480000
MsgID.LOCAL_VELOCITY,0.0000000,4.4100000,0.1000000,-1.0200000
MsgID.LOCAL_POSITION,269.1630000,1.0988556,-0.1574409,-2.7830622
MsgID.LOCAL_VELOCITY,269.1630000,4.6304774,0.1109790,-1.1443254
MsgID.GLOBAL_POSITION,0.0000000,-122.3957589,37.7933033,2.9830000
MsgID.LOCAL_VELOCITY,0.0000000,5.2300000,0.1200000,-0.4400000
MsgID.LOCAL_POSITION,269.4130000,2.4226646,0.0526136,-2.9838705
MsgID.LOCAL_VELOCITY,269.4130000,5.2302823,0.1229680,-0.4422084
MsgID.GLOBAL_POSITION,0.0000000,-122.3957584,37.7933157,2.9580000
MsgID.LOCAL_VELOCITY,0.0000000,5.7400000,0.0700000,0.3300000
MsgID.LOCAL_POSITION,269.6640000,3.9803324,0.1020978,-2.9458897
MsgID.LOCAL_VELOCITY,269.6640000,5.8661842,0.0627910,0.3324596
MsgID.GLOBAL_POSITION,0.0000000,-122.3957593,37.7933296,2.8960000
MsgID.LOCAL_VELOCITY,0.0000000,6.6400000,-0.0600000,-0.0400000
MsgID.LOCAL_POSITION,269.9140000,5.3429594,0.0232459,-2.8968804
MsgID.LOCAL_VELOCITY,269.9140000,6.6446705,-0.0638227,-0.0423635
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957595,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957618,37.7933442,2.9200000
MsgID.LOCAL_VELOCITY,0.0000000,5.8600000,-0.0500000,-0.1600000
MsgID.LOCAL_POSITION,270.1640000,7.1664872,-0.2092844,-2.9244440
MsgID.LOCAL_VELOCITY,270.1640000,5.6528912,-0.0383540,-0.1451243
MsgID.GLOBAL_POSITION,0.0000000,-122.3957606,37.7933552,2.9380000
MsgID.LOCAL_VELOCITY,0.0000000,4.1700000,0.3400000,0.0200000
MsgID.LOCAL_POSITION,270.4140000,8.1912317,-0.0905409,-2.9384933
MsgID.LOCAL_VELOCITY,270.4140000,4.1709490,0.3462479,0.0277562
MsgID.GLOBAL_POSITION,0.0000000,-122.3957579,37.7933624,2.9290000
MsgID.LOCAL_VELOCITY,0.0000000,3.4800000,1.3900000,0.0000000
